Song: amor_em_paz

Position, Duration, Pitch
8.000000, 6.500000, 78
14.500000, 1.000000, 76
15.500000, 6.500000, 73
22.666667, 0.666667, 74
23.333333, 0.666667, 76
24.000000, 0.666667, 78
24.666667, 0.666667, 78
25.333333, 0.666667, 78
26.000000, 0.666667, 78
26.666667, 0.666667, 78
27.333333, 0.666667, 78
28.000000, 2.000000, 78
30.000000, 0.666667, 81
30.666667, 0.666667, 80
31.333333, 0.666667, 78
32.000000, 0.666667, 80
32.666667, 0.666667, 76
33.333333, 6.666667, 73
40.000000, 6.500000, 76
46.500000, 1.000000, 74
47.500000, 6.500000, 71
54.666667, 0.666667, 71
55.333333, 0.666667, 73
56.000000, 0.666667, 74
56.666667, 0.666667, 74
57.333333, 0.666667, 73
58.000000, 0.666667, 76
58.666667, 0.666667, 76
59.333333, 0.666667, 74
60.000000, 2.000000, 73
62.000000, 0.666667, 71
62.666667, 0.666667, 74
63.333333, 0.666667, 73
64.000000, 0.500000, 71
64.500000, 1.000000, 70
65.500000, 5.500000, 70
72.000000, 6.500000, 78
78.500000, 1.000000, 76
79.500000, 6.500000, 73
86.666667, 0.666667, 74
87.333333, 0.666667, 76
88.000000, 0.666667, 78
88.666667, 0.666667, 78
89.333333, 0.666667, 78
90.000000, 0.666667, 78
90.666667, 0.666667, 78
91.333333, 0.666667, 78
92.000000, 2.000000, 78
94.000000, 0.666667, 81
94.666667, 0.666667, 80
95.333333, 0.666667, 78
96.000000, 0.666667, 80
96.666667, 0.666667, 76
97.333333, 6.666667, 73
104.000000, 6.500000, 76
110.500000, 1.000000, 74
111.500000, 6.500000, 71
118.666667, 0.666667, 71
119.333333, 0.666667, 73
120.000000, 0.666667, 74
120.666667, 0.666667, 74
121.333333, 0.666667, 73
122.000000, 0.666667, 76
122.666667, 0.666667, 76
123.333333, 0.666667, 74
124.000000, 2.000000, 73
126.000000, 0.666667, 71
126.666667, 0.666667, 74
127.333333, 0.666667, 73
128.000000, 0.500000, 71
128.500000, 1.000000, 70
129.500000, 2.500000, 73
132.000000, 0.500000, 71
132.500000, 1.000000, 69
133.500000, 1.000000, 73
134.500000, 1.000000, 71
135.500000, 4.500000, 68
140.000000, 2.500000, 71
142.500000, 1.000000, 69
143.500000, 6.500000, 66
150.666667, 0.666667, 66
151.333333, 0.666667, 68
152.000000, 0.666667, 69
152.666667, 0.666667, 69
153.333333, 0.666667, 68
154.000000, 0.666667, 71
154.666667, 0.666667, 71
155.333333, 0.666667, 70
156.000000, 1.000000, 69
157.000000, 0.500000, 68
157.500000, 1.000000, 69
158.500000, 1.000000, 65
159.500000, 1.000000, 68
160.500000, 1.000000, 66
161.500000, 4.500000, 66
166.666667, 0.666667, 66
167.333333, 0.666667, 68
168.000000, 0.666667, 69
168.666667, 0.666667, 69
169.333333, 0.666667, 68
170.000000, 0.666667, 71
170.666667, 0.666667, 71
171.333333, 0.666667, 70
172.000000, 1.000000, 69
173.000000, 0.500000, 68
173.500000, 1.000000, 69
174.500000, 1.000000, 65
175.500000, 1.000000, 68
176.500000, 1.000000, 66
177.500000, 6.500000, 66
