Song: so_tinha_de_ser_com_voce_2_por_4

Position, Duration, Pitch
16.000000, 4.000000, 72
20.000000, 2.500000, 75
22.500000, 1.000000, 73
23.500000, 4.500000, 72
28.000000, 2.500000, 76
30.500000, 1.000000, 74
31.500000, 4.500000, 72
36.000000, 2.500000, 74
38.500000, 1.000000, 72
39.500000, 4.500000, 69
44.000000, 2.500000, 72
46.500000, 1.000000, 65
47.500000, 4.500000, 69
52.000000, 2.500000, 72
54.500000, 1.000000, 65
55.500000, 4.500000, 69
60.000000, 2.500000, 72
62.500000, 1.000000, 65
63.500000, 4.500000, 69
72.000000, 1.500000, 76
73.500000, 0.500000, 76
74.000000, 0.500000, 76
74.500000, 1.000000, 76
75.500000, 0.500000, 74
76.000000, 1.000000, 76
77.000000, 1.000000, 76
78.000000, 1.000000, 74
79.000000, 2.500000, 76
81.500000, 1.000000, 76
82.500000, 1.000000, 76
83.500000, 0.500000, 74
84.000000, 1.000000, 77
85.000000, 1.000000, 77
86.000000, 1.000000, 76
87.000000, 2.500000, 76
89.500000, 0.500000, 76
90.000000, 0.500000, 76
90.500000, 1.000000, 76
91.500000, 0.500000, 74
92.000000, 1.000000, 72
93.000000, 1.000000, 72
94.000000, 1.000000, 70
95.000000, 2.500000, 72
97.500000, 0.500000, 72
98.000000, 0.500000, 72
98.500000, 1.000000, 72
99.500000, 0.500000, 72
100.000000, 1.000000, 74
101.000000, 1.000000, 74
102.000000, 1.000000, 72
103.000000, 2.500000, 74
105.500000, 0.500000, 74
106.000000, 0.500000, 74
106.500000, 1.000000, 74
107.500000, 0.500000, 74
108.000000, 1.000000, 72
109.000000, 1.000000, 72
110.000000, 1.000000, 70
111.000000, 2.500000, 72
113.500000, 0.500000, 65
114.000000, 0.500000, 65
114.500000, 1.000000, 65
115.500000, 0.500000, 65
116.000000, 1.000000, 70
117.000000, 1.000000, 70
118.000000, 1.000000, 65
119.000000, 2.500000, 68
121.500000, 0.500000, 65
122.000000, 0.500000, 65
122.500000, 1.000000, 65
123.500000, 0.500000, 65
124.000000, 1.000000, 68
125.000000, 1.000000, 68
126.000000, 1.000000, 64
127.000000, 2.500000, 65
129.500000, 0.500000, 65
130.000000, 0.500000, 65
130.500000, 1.000000, 65
131.500000, 0.500000, 65
132.000000, 1.000000, 70
133.000000, 1.000000, 70
134.000000, 1.000000, 65
135.000000, 2.500000, 68
137.500000, 0.500000, 65
138.000000, 0.500000, 65
138.500000, 1.000000, 65
139.500000, 0.500000, 65
140.000000, 1.000000, 68
141.000000, 1.000000, 68
142.000000, 1.000000, 64
143.000000, 5.000000, 65
152.000000, 1.500000, 79
153.500000, 0.500000, 79
154.000000, 0.500000, 79
154.500000, 1.000000, 79
155.500000, 0.500000, 77
156.000000, 1.000000, 79
157.000000, 1.000000, 79
158.000000, 1.000000, 77
159.000000, 2.500000, 79
161.500000, 0.500000, 79
162.000000, 0.500000, 79
162.500000, 1.000000, 79
163.500000, 0.500000, 77
164.000000, 1.000000, 80
165.000000, 1.000000, 80
166.000000, 1.000000, 79
167.000000, 2.500000, 79
169.500000, 0.500000, 79
170.000000, 0.500000, 79
170.500000, 1.000000, 79
171.500000, 0.500000, 77
172.000000, 1.000000, 75
173.000000, 1.000000, 75
174.000000, 1.000000, 73
175.000000, 2.500000, 75
177.500000, 0.500000, 75
178.000000, 0.500000, 75
178.500000, 1.000000, 75
179.500000, 0.500000, 75
180.000000, 1.000000, 77
181.000000, 1.000000, 77
182.000000, 1.000000, 75
183.000000, 2.500000, 65
185.500000, 0.500000, 65
186.000000, 0.500000, 65
186.500000, 1.000000, 65
187.500000, 0.500000, 65
188.000000, 1.000000, 72
189.000000, 1.000000, 72
190.000000, 1.000000, 70
191.000000, 2.500000, 65
193.500000, 0.500000, 65
194.000000, 0.500000, 65
194.500000, 1.000000, 65
195.500000, 0.500000, 65
196.000000, 1.000000, 70
197.000000, 1.000000, 70
198.000000, 1.000000, 65
199.000000, 2.500000, 68
201.500000, 0.500000, 65
202.000000, 0.500000, 65
202.500000, 1.000000, 65
203.500000, 0.500000, 65
204.000000, 1.000000, 72
205.000000, 1.000000, 72
206.000000, 1.000000, 65
207.000000, 2.000000, 69
209.500000, 0.500000, 77
210.000000, 0.500000, 77
210.500000, 1.000000, 77
211.500000, 0.500000, 77
212.000000, 1.000000, 82
213.000000, 1.000000, 82
214.000000, 1.000000, 77
215.000000, 2.500000, 80
217.500000, 0.500000, 77
218.000000, 0.500000, 77
218.500000, 1.000000, 77
219.500000, 0.500000, 77
220.000000, 1.000000, 80
221.000000, 1.000000, 80
222.000000, 2.000000, 76
224.000000, 1.500000, 79
225.500000, 0.500000, 79
226.000000, 0.500000, 79
226.500000, 1.000000, 79
227.500000, 0.500000, 77
228.000000, 1.000000, 79
229.000000, 1.000000, 79
230.000000, 1.000000, 77
231.000000, 2.500000, 79
233.500000, 0.500000, 79
234.000000, 0.500000, 79
234.500000, 1.000000, 79
235.500000, 0.500000, 77
236.000000, 1.000000, 80
237.000000, 1.000000, 80
238.000000, 1.000000, 79
239.000000, 2.500000, 79
241.500000, 0.500000, 79
242.000000, 0.500000, 79
242.500000, 1.000000, 79
243.500000, 0.500000, 77
244.000000, 1.000000, 75
245.000000, 1.000000, 75
246.000000, 1.000000, 73
247.000000, 2.500000, 75
249.500000, 0.500000, 75
250.000000, 0.500000, 75
250.500000, 1.000000, 75
251.500000, 0.500000, 75
252.000000, 1.000000, 77
253.000000, 1.000000, 77
254.000000, 1.000000, 75
255.000000, 2.500000, 65
257.500000, 0.500000, 65
258.000000, 0.500000, 65
258.500000, 1.000000, 65
259.500000, 0.500000, 65
260.000000, 1.000000, 72
261.000000, 1.000000, 72
262.000000, 1.000000, 70
263.000000, 2.500000, 65
265.500000, 0.500000, 65
266.000000, 0.500000, 65
266.500000, 1.000000, 65
267.500000, 0.500000, 65
268.000000, 1.000000, 70
269.000000, 1.000000, 70
270.000000, 1.000000, 65
271.000000, 2.500000, 68
273.500000, 0.500000, 65
274.000000, 0.500000, 65
274.500000, 1.000000, 65
275.500000, 0.500000, 65
276.000000, 1.000000, 72
277.000000, 1.000000, 72
278.000000, 1.000000, 65
279.000000, 2.000000, 69
281.500000, 0.500000, 77
282.000000, 0.500000, 77
282.500000, 1.000000, 77
283.500000, 0.500000, 77
284.000000, 1.000000, 82
285.000000, 1.000000, 82
286.000000, 1.000000, 77
287.000000, 2.500000, 80
289.500000, 0.500000, 77
290.000000, 0.500000, 77
290.500000, 1.000000, 77
291.500000, 0.500000, 77
292.000000, 1.000000, 80
293.000000, 1.000000, 80
294.000000, 1.000000, 76
295.000000, 1.500000, 77
297.500000, 0.500000, 77
298.000000, 0.500000, 77
298.500000, 1.000000, 77
299.500000, 0.500000, 77
300.000000, 1.000000, 82
301.000000, 1.000000, 82
302.000000, 1.000000, 77
303.000000, 2.500000, 80
305.500000, 0.500000, 77
306.000000, 0.500000, 77
306.500000, 1.000000, 77
307.500000, 0.500000, 77
308.000000, 1.000000, 80
309.000000, 1.000000, 80
310.000000, 1.000000, 76
311.000000, 1.500000, 81
313.500000, 0.500000, 77
314.000000, 0.500000, 77
314.500000, 1.000000, 77
315.500000, 0.500000, 77
316.000000, 1.000000, 82
317.000000, 1.000000, 82
318.000000, 1.000000, 77
319.000000, 2.500000, 80
321.500000, 0.500000, 77
322.000000, 0.500000, 77
322.500000, 1.000000, 77
323.500000, 0.500000, 77
324.000000, 1.000000, 80
325.000000, 1.000000, 80
326.000000, 1.000000, 76
327.000000, 1.500000, 77
329.500000, 0.500000, 77
330.000000, 0.500000, 77
330.500000, 1.000000, 77
331.500000, 0.500000, 77
332.000000, 1.000000, 82
333.000000, 1.000000, 82
334.000000, 1.000000, 77
335.000000, 2.500000, 80
337.500000, 0.500000, 77
338.000000, 0.500000, 77
338.500000, 1.000000, 77
339.500000, 0.500000, 77
340.000000, 1.000000, 80
341.000000, 1.000000, 80
342.000000, 1.000000, 76
343.000000, 1.500000, 81
345.500000, 0.500000, 77
346.000000, 0.500000, 77
346.500000, 1.000000, 77
347.500000, 0.500000, 77
348.000000, 1.000000, 82
349.000000, 1.000000, 82
